Culturally irrelevant: questions hold no meaning in Egyptian culture.,,,,,
224,New-am-59	,Work life	,Amharic (Ethiopia)	,Where do most elementary school students prepare for their exams in Egypt?,
238,New-as-20	,Sport,Assamese (Assam),What is the main occupation of people living in deserts in Egypt?,
240,New-as-30	,Sport,Assamese (Assam),What is the most popular indoor sport in Egypt?,
276,New-ch-31	,Work life	,Chinese (China),What sport do women in Egypt like to watch?,
279,New-ch-39	,Work life	,Chinese (China),What office software do people typically use in the workplace in Egypt?,
280,New-ch-44	,Work life	,Chinese (China),What platform is commonly used in the e-commerce industry in Egypt?,
285,New-ch-64,Education,Chinese (China),Which industries do young people typically choose to start businesses in Egypt?,
287,New-ch-70	,Education,Chinese (China),"How many hours of classes do university students typically have per week in Egypt? (Provide Arabic numerals (e.g., 1) only.)",
314,New-en-26	,Sport,English (UK)	,What is the best recognized sporting chant in Egypt?,
321,New-en-56	,Family,English (UK)	,What is the most popular foreign language spoken by families in Egypt?,
337,New-gr-21	,Sport	,Greek (Greece)	,What is the most popular racket sport in Egypt?,
339,New-gr-29	,Sport	,Greek (Greece)	,Which international sporting event is the most popular in Egypt?,
466,Ta-pe-30	,Sport,Persian (Iran)	,What is/was the most popular sports-related TV program in Egypt?,
